EC,cofactor_id,External Dependence,Substitution Logic,Inhibitor,in_kegg,in_expasy,in_pdbe,comment_kegg,ec_names,comment_expasy,HET,cpdsViaHETs,in_ebi,cofactor_ebi,cofactor_expasy,cofactor_pdbe,match_via_ebi_cofactor,match_via_expasy_cofactor,match_via_kegg,match_via_pdbe_cofactor,source_ebi,EC3_description,EC_cpds,cofactorCIDsInEC,cofactorCIDsInEC_count
1.14.14.20,NAD/NADP,TRUE,,,TRUE,,TRUE,"The enzyme catalyses the ortho-hydroxylation of simple phenols into the corresponding catechols. It accepts 4-methylphenol, 4-chlorophenol, and 4-fluorophenol [1] as well as 4-nitrophenol, 3-nitrophenol, and resorcinol [3]. The enzyme is part of a two-component system that also includes an NADH-dependent flavin reductase. It is strictly dependent on FADH2 and does not accept FMNH2 [1,3]. cf. EC 1.14.13.7, phenol 2-monooxygenase (NADPH).","['phenol 2-monooxygenase (FADH2)', 'pheA1 (gene name)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['FAD', 'FMN', 'NADH']",Nicotinamide-adenine dinucleotide,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00016', 'C00090', 'C00146', 'C01352']",[],0
1.14.14.21,NAD/NADP,TRUE,,,TRUE,,TRUE,"This bacterial enzyme catalyses the first two steps in the desulfurization pathway of dibenzothiophenes, the oxidation of dibenzothiophene into dibenzothiophene sulfone via dibenzothiophene-5-oxide. The enzyme forms a two-component system with a dedicated NADH-dependent FMN reductase (EC 1.5.1.42) encoded by the dszD gene, which also interacts with EC 1.14.14.22, dibenzothiophene sulfone monooxygenase.","['dibenzothiophene monooxygenase', 'dszC (gene name)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['FMN', 'NADH']",Nicotinamide-adenine dinucleotide,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00061', 'C01847', 'C20125', 'C21149', 'C21150']",[],0
1.14.14.23,NAD/NADP,TRUE,,,TRUE,,,"A P-450 heme-thiolate liver protein that catalyses the first step in the biosynthesis of bile acids. The direct electron donor to the enzyme is EC 1.6.2.4, NADPH---hemoprotein reductase.","['cholesterol 7alpha-monooxygenase', 'cholesterol 7alpha-hydroxylase', 'CYP7A1 (gene name)']",,,,,,,,,,"['heme', 'NAD']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00187', 'C01227', 'C03024', 'C03161', 'C03594', 'C06341', 'C15610', 'C18045']",[],0
1.14.14.24,NAD/NADP,TRUE,,,TRUE,,,"A microsomal enzyme isolated from human and mouse liver that bioactivates vitamin D3. While multiple isoforms (CYP27A1, CYP2J2/3, CYP3A4, CYP2D25 and CYP2C11) are able to catalyse the reaction in vitro, only CYP2R1 is thought to catalyse the reaction in humans in vivo [4]. The direct electron donor to the enzyme is EC 1.6.2.4, NADPH---hemoprotein reductase.","['vitamin D 25-hydroxylase', 'vitamin D2 25-hydroxylase', 'vitamin D3 25-hydroxylase', 'CYP2R1']",,,,,,,,,,"['hemoprotein', 'NAD']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C01561', 'C03024', 'C03161', 'C05443']",[],0
1.14.14.25,NAD/NADP,TRUE,,,TRUE,,,"A P-450 heme-thiolate protein. The enzyme can also produce 25-hydroxycholesterol. In addition, it can further hydroxylate the product to 24,25-dihydroxycholesterol and 24,27-dihydroxycholesterol [2]. This reaction is the first step in the enzymic degradation of cholesterol in the brain as hydroxycholesterol can pass the blood---brain barrier whereas cholesterol cannot [3]. The direct electron donor to the enzyme is EC 1.6.2.4, NADPH---hemoprotein reductase [3].","['cholesterol 24-hydroxylase', 'cholesterol 24-monooxygenase', 'CYP46', 'CYP46A1', 'cholesterol 24S-hydroxylase', 'cytochrome P450 46A1']",,,,,,,,,,"['heme', 'NAD']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00187', 'C03024', 'C03161', 'C13550']",[],0
1.14.14.26,NAD/NADP,TRUE,,,TRUE,,,"A P-450 heme-thiolate protein that is found in liver microsomes and in ciliary non-pigmented epithelium [2]. The enzyme is specific for (24S)-cholest-5-ene-3beta,24-diol, which is formed mostly in the brain by EC 1.14.14.25, cholesterol 24-hydroxylase. The direct electron donor to the enzyme is EC 1.6.2.4, NADPH---hemoprotein reductase.","['24-hydroxycholesterol 7alpha-hydroxylase', '24-hydroxycholesterol 7alpha-monooxygenase', 'CYP39A1', 'CYP39A1 oxysterol 7alpha-hydroxylase']",,,,,,,,,,"['heme', 'NAD']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C03024', 'C03161', 'C13550', 'C15518']",[],0
1.14.14.27,NAD/NADP,TRUE,,,TRUE,,,"The enzyme, characterized from the bacterium Rhizobium sp. strain MTP-10005, uses FADH2 as a substrate rather than a cofactor. FADH2 is provided by a dedicated EC 1.5.1.36, flavin reductase (NADH). The enzyme participates in the degradation of gamma-resorcylate and resorcinol. cf. EC 1.14.13.220, resorcinol 4-hydroxylase (NADH), and EC 1.14.13.219, resorcinol 4-hydroxylase (NADPH).","['resorcinol 4-hydroxylase (FADH2)', 'graA (gene name)']",,,,,,,,,,"['FAD', 'NADH']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00016', 'C01352', 'C01751', 'C02814']",[],0
1.14.14.33,NAD/NADP,TRUE,,,TRUE,,,"The enzyme is part of a two component system that also includes EC 1.5.1.42, FMN reductase (NADH), which provides reduced flavin mononucleotide for this enzyme. It acts on EDTA only when it is complexed with divalent cations such as Mg2+, Zn2+, Mn2+, Co2+, or Cu2+. While the enzyme has a substrate overlap with EC 1.14.14.10, nitrilotriacetate monooxygenase, it has a much wider substrate range, which includes nitrilotriacetate (NTA) and diethylenetriaminepentaacetate (DTPA) in addition to EDTA.",['ethylenediaminetetraacetate monooxygenase'],,,,,,,,,,"['divalent cation', 'Mg2+', 'Mn2+', 'Zn2+', 'FMN', 'NADH', 'Co2+', 'Cu2+']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00048', 'C00061', 'C00284', 'C01847', 'C21396', 'C21397']",[],0
1.14.14.34,NAD/NADP,TRUE,,,TRUE,,,"The enzyme, characterized from Pseudomonas strains, allows the organisms to utilize methanesulfonate as their sulfur source. It acts in combination with a dedicated NADH-dependent FMN reductase (EC 1.5.1.42), which provides it with reduced FMN. cf. EC 1.14.13.111, methanesulfonate monooxygenase (NADH).","['methanesulfonate monooxygenase (FMNH2)', 'msuD (gene name)', 'ssuD (gene name)']",,,,,,,,,,"['FMN', 'NADH']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00061', 'C00067', 'C00094', 'C01847', 'C11145']",[],0
1.14.14.35,NAD/NADP,TRUE,,,TRUE,,,"The enzyme, characterized from Pseudomonas spp., is involved in a dimethyl sulfide degradation pathway. It is dependent on NAD(P)H-dependent FMN reductase (EC 1.5.1.38, EC 1.5.1.39, or EC 1.5.1.42), which provides it with reduced FMN. The product, methanesulfinate, is oxidized spontaneously to methanesulfonate in the presence of dioxygen and FMNH2.","['dimethylsulfone monooxygenase', 'sfnG (gene name)']",,,,,,,,,,"['FMN', 'NAD']",,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00061', 'C00067', 'C01847', 'C11142', 'C11145', 'C21398']",[],0
1.14.14.37,NAD/NADP,TRUE,,,,,TRUE,"This cytochrome P-450 (heme thiolate) enzyme is involved in the biosynthesis of the cyanogenic glucoside dhurrin in sorghum. It catalyses three different activities - isomerization of the (E) isomer to the (Z) isomer, dehydration, and C-hydroxylation.","['4-hydroxyphenylacetaldehyde oxime monooxygenase', '4-hydroxybenzeneacetaldehyde oxime monooxygenase', 'cytochrome P450II-dependent monooxygenase', 'NADPH-cytochrome P450 reductase (CYP71E1)', 'CYP71E1', '4-hydroxyphenylacetaldehyde oxime,NADPH:oxygen oxidoreductase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C03024', 'C03161', 'C03742', 'C03766', 'C04350', 'C04353']",[],0
1.14.14.47,NAD/NADP,TRUE,,,TRUE,,TRUE,"Binds heme (iron protoporphyrin IX) and tetrahydrobiopterin. The enzyme, found in bacteria and archaea, consist of only an oxygenase domain and functions together with bacterial ferredoxins or flavodoxins. The orthologous enzymes from plants and animals also contain a reductase domain and use only NADPH as the electron donor (cf. EC 1.14.13.39).","['nitric-oxide synthase (flavodoxin)', 'nitric oxide synthetase (ambiguous)', 'NO synthase (ambiguous)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['ferredoxin', 'flavodoxin', 'heme', 'NAD', 'tetrahydrobiopterin', 'iron']",Nicotinamide-adenine dinucleotide,,"With reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00062', 'C00327', 'C00533', 'C02745', 'C02869', 'C05933']",[],0
1.14.15.1,NAD/NADP,TRUE,,,,,TRUE,"A heme-thiolate protein (P-450). Also acts on (-)-camphor and 1,2-campholide, forming 5-exo-hydroxy-1,2-campholide.","['camphor 5-monooxygenase', 'camphor 5-exo-methylene hydroxylase', '2-bornanone 5-exo-hydroxylase', 'bornanone 5-exo-hydroxylase', 'camphor 5-exo-hydroxylase', 'camphor 5-exohydroxylase', 'camphor hydroxylase', 'd-camphor monooxygenase', 'methylene hydroxylase', 'methylene monooxygenase', 'D-camphor-exo-hydroxylase', 'camphor methylene hydroxylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00808', 'C02069', 'C03302', 'C03448']",[],0
1.14.15.15,NAD/NADP,TRUE,,,TRUE,,TRUE,"This mitochondrial cytochrome P-450 enzyme requires adrenodoxin. It catalyses the first three sterol side chain oxidations in bile acid biosynthesis via the neutral (classic) pathway. Can also act on cholesterol, cholest-5-ene-3beta,7alpha-diol, 7alpha-hydroxycholest-4-en-3-one, and 5beta-cholestane-3alpha,7alpha-diol. The enzyme can also hydroxylate cholesterol at positions 24 and 25. The initial source of the electrons is NADPH, which transfers the electrons to the adrenodoxin via EC 1.18.1.6, adrenodoxin-NADP+ reductase.","['cholestanetriol 26-monooxygenase', '5beta-cholestane-3alpha,7alpha,12alpha-triol 26-hydroxylase', '5beta-cholestane-3alpha,7alpha,12alpha-triol hydroxylase', 'cholestanetriol 26-hydroxylase', 'sterol 27-hydroxylase', 'sterol 26-hydroxylase', 'cholesterol 27-hydroxylase', 'CYP27A', 'CYP27A1', ""cytochrome P450 27A1'""]",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['cytochrome', 'NAD']",Nicotinamide-adenine dinucleotide,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00187', 'C00662', 'C00667', 'C01301', 'C04554', 'C04722', 'C05444', 'C05445', 'C05446', 'C05452', 'C05454', 'C15610']",[],0
1.14.15.16,NAD/NADP,TRUE,,,TRUE,,,"This mitochondrial cytochrome P-450 enzyme requires adrenodoxin. The enzyme can perform up to 6 rounds of hydroxylation of the substrate calcitriol leading to calcitroic acid. The human enzyme also shows 23-hydroxylating activity leading to 1,25 dihydroxyvitamin D3-26,23-lactone as end product while the mouse and rat enzymes do not. The initial source of the electrons is NADPH, which transfers the electrons to the adrenodoxin via EC 1.18.1.6, adrenodoxin-NADP+ reductase.","['vitamin D3 24-hydroxylase', 'CYP24A1']",,,,,,,,,,"['cytochrome', 'NAD']",,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00662', 'C00667', 'C01561', 'C01673', 'C07712', 'C18231']",[],0
1.14.15.21,NAD/NADP,TRUE,,,,,TRUE,"A flavoprotein (FAD) that is active under conditions of low light. Along with EC 1.23.5.1, violaxanthin de-epoxidase, this enzyme forms part of the xanthophyll (or violaxanthin) cycle, which is involved in protecting the plant against damage by excess light. It will also epoxidize lutein in some higher-plant species.","['zeaxanthin epoxidase', 'Zea-epoxidase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00138', 'C00139', 'C06098', 'C08579', 'C08614']",[],0
1.14.15.23,NAD/NADP,TRUE,,,TRUE,,,"The enzyme, characterized from the bacterium Sphingomonas sp. DC-6, initiates the degradation of several chloroacetanilide herbicides, including alachlor, acetochlor, and butachlor. The enzyme is a Rieske non-heme iron oxygenase, and requires a ferredoxin and EC 1.18.1.3, ferredoxin---NAD+ reductase, for activity.","['chloroacetanilide N-alkylformylase', 'cndA (gene name)']",,,,,,,,,,"['ferredoxin', 'NAD+', 'iron']",,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00138', 'C00139', 'C10931', 'C21712', 'C21713']",[],0
1.14.15.25,NAD/NADP,TRUE,,,TRUE,,,"The enzyme, characterized from several Pseudomonas strains, initiates p-cymene catabolism through hydroxylation of the methyl group. The enzyme has a distinct preference for substrates containing at least an alkyl or heteroatom substituent at the para-position of toluene. The electrons are provided by a reductase (EC 1.18.1.3, ferredoxin---NAD+ reductase) that transfers electrons from NADH via FAD and an [2Fe-2S] cluster. In Pseudomonas chlororaphis the presence of a third component of unknown function greatly increases the activity. cf. EC 1.14.15.26, toluene methyl-monooxygenase.","['p-cymene methyl-monooxygenase', 'cymAa (gene name)', 'cymA (gene name)', 'p-cymene methyl hydroxylase']",,,,,,,,,,"['2Fe-2S', 'ferredoxin', 'FAD', 'NAD+']",,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00138', 'C00139', 'C06575', 'C06576']",[],0
1.14.15.4,NAD/NADP,TRUE,,,,,TRUE,"A heme-thiolate protein (P-450). Also hydroxylates steroids at the 18-position, and converts 18-hydroxycorticosterone into aldosterone.","['steroid 11beta-monooxygenase', 'steroid 11beta-hydroxylase', 'steroid 11beta/18-hydroxylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00138', 'C00139', 'C00280', 'C00377', 'C00410', 'C00662', 'C00667', 'C00735', 'C01058', 'C01124', 'C01176', 'C01780', 'C02140', 'C03205', 'C05284', 'C05487', 'C05488', 'C05489', 'C05497', 'C05498']",[],0
1.14.16.5,NAD/NADP,TRUE,,,,,TRUE,"The enzyme cleaves alkylglycerols, but does not cleave alkenylglycerols (plasmalogens). Requires non-heme iron [7], reduced glutathione and phospholipids for full activity. The product spontaneously breaks down to form a fatty aldehyde and glycerol. The co-product, 4a-hydroxytetrahydropteridine, is rapidly dehydrated to 6,7-dihydropteridine, either spontaneously or by EC 4.2.1.96, 4a-hydroxytetrahydrobiopterin dehydratase.","['alkylglycerol monooxygenase', 'glyceryl-ether monooxygenase', 'glyceryl-ether cleaving enzyme', 'glyceryl ether oxygenase', 'glyceryl etherase', 'O-alkylglycerol monooxygenase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With reduced pteridine as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00268', 'C00272', 'C02773', 'C03658', 'C05650', 'C22239']",[],0
1.14.18.3,NAD/NADP,TRUE,,,,,TRUE,"Contains copper. It is membrane-bound, in contrast to the soluble methane monooxygenase (EC 1.14.13.25).",['methane monooxygenase (particulate)'],,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With another compound as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00132', 'C01438', 'C15602', 'C15603']",[],0
1.14.18.4,NAD/NADP,TRUE,,,,,TRUE,"The enzyme, characterized from the plant Ricinus communis (castor bean), is involved in production of the 12-hydroxylated fatty acid ricinoleate. The enzyme, which shares sequence similarity with fatty-acyl desaturases, requires a cytochrome b5 as the electron donor.","['phosphatidylcholine 12-monooxygenase', 'ricinoleic acid synthase', 'oleate Delta12-hydroxylase', 'oleate Delta12-monooxygenase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,"With another compound as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00996', 'C00999', 'C01282', 'C21019']",[],0
1.14.18.8,NAD/NADP,TRUE,,,TRUE,,TRUE,"A P-450 heme-thiolate protein. Requires EC 1.6.2.4, NADPH---hemoprotein reductase and cytochrome b5 for maximal activity. This enzyme is important in bile acid biosynthesis, being responsible for the balance between the formation of cholic acid and chenodeoxycholic acid [2].","['7alpha-hydroxycholest-4-en-3-one 12alpha-hydroxylase', '7alpha-hydroxy-4-cholesten-3-one 12alpha-monooxygenase', 'CYP12', 'sterol 12alpha-hydroxylase (ambiguous)', 'HCO 12alpha-hydroxylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['heme', 'cytochrome', 'NAD']",Nicotinamide-adenine dinucleotide,,"With another compound as one donor, and incorporation of one atom of oxygen.","['C00001', 'C00007', 'C00080', 'C00996', 'C00999', 'C05455', 'C17339']",[],0
1.14.19.1,NAD/NADP,TRUE,,,TRUE,,TRUE,"An iron protein. The rat liver enzyme is an enzyme system involving cytochrome b5 and EC 1.6.2.2, cytochrome-b5 reductase. The ferricytochrome b5 produced is reduced by NADH and cytochrome-b5 reductase (EC 1.6.2.2).","['stearoyl-CoA 9-desaturase', 'Delta9-desaturase', 'acyl-CoA desaturase', 'fatty acid desaturase', 'stearoyl-CoA, hydrogen-donor:oxygen oxidoreductase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['cytochrome', 'NADH', 'iron']",Nicotinamide-adenine dinucleotide,,With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.,"['C00001', 'C00007', 'C00080', 'C00154', 'C00412', 'C00510', 'C00996', 'C00999', 'C21072']",[],0
1.14.19.17,NAD/NADP,TRUE,,,,,TRUE,"The enzyme, which has been characterized from plants, fungi, and mammals, generates a trans double bond at position 4 of sphinganine bases in sphingolipids [1]. The preferred substrate is dihydroceramide, but the enzyme is also active with dihydroglucosylceramide [2]. Unlike EC 1.14.19.29, sphingolipid 8-desaturase, this enzyme does not contain an integral cytochrome b5 domain [4] and requires an external cytochrome b5 [3]. The product serves as an important signalling molecules in mammals and is required for spermatide differentiation [5].","['sphingolipid 4-desaturase', 'dehydroceramide desaturase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.,"['C00001', 'C00007', 'C00080', 'C00195', 'C00996', 'C00999', 'C12126']",[],0
