ec,rule,rn
3.2.1.37,11_207,R01433
3.2.1.37,11_207,R06203
3.2.1.37,12_2002,R01433
3.2.1.37,12_2002,R06203
3.2.1.37,10_5_7579,R01433
3.2.1.37,10_5_7579,R06203
3.2.1.37,5,R01433
3.2.1.37,5,R06203
3.2.1.37,11_2002_2007,R01433
3.2.1.37,11_2002_2007,R06203
3.2.1.37,10_5,R01433
3.2.1.37,10_5,R06203
3.2.1.37,109_12,R01433
3.2.1.37,109_12,R06203
3.2.1.39,11,R00308
3.2.1.39,11,R06204
3.2.1.39,10,R00308
3.2.1.39,10,R06204
3.2.1.39,11_3484,R00308
3.2.1.39,11_3484,R06204
3.2.1.39,6059,R00308
3.2.1.39,6059,R06204
3.2.1.39,2002,R00308
3.2.1.39,2002,R06204
3.2.1.39,109_12,R00308
3.2.1.39,109_12,R06204
3.2.1.4,108,R06200
3.2.1.4,108,R11307
3.2.1.4,108,R11308
3.2.1.4,109,R06200
3.2.1.4,109,R11307
3.2.1.4,109,R11308
3.2.1.4,108_11,R06200
3.2.1.4,108_11,R11307
3.2.1.4,108_11,R11308
3.2.1.4,1_11,R06200
3.2.1.4,1_11,R11307
3.2.1.4,1_11,R11308
3.2.1.4,387,R06200
3.2.1.4,387,R11307
3.2.1.4,387,R11308
3.2.1.4,12_2002,R06200
3.2.1.4,12_2002,R11307
3.2.1.4,12_2002,R11308
3.2.1.4,1,R06200
3.2.1.4,1,R11307
3.2.1.4,1,R11308
3.2.1.4,11,R06200
3.2.1.4,11,R11307
3.2.1.4,11,R11308
3.2.1.4,10,R06200
3.2.1.4,10,R11307
3.2.1.4,10,R11308
3.2.1.4,64,R06200
3.2.1.4,64,R11307
3.2.1.4,64,R11308
3.2.1.4,908,R06200
3.2.1.4,908,R11307
3.2.1.4,908,R11308
3.2.1.4,11_2002,R06200
3.2.1.4,11_2002,R11307
3.2.1.4,11_2002,R11308
3.2.1.4,10_2007,R06200
3.2.1.4,10_2007,R11307
3.2.1.4,10_2007,R11308
3.2.1.4,2002,R06200
3.2.1.4,2002,R11307
3.2.1.4,2002,R11308
3.2.1.4,109_11,R06200
3.2.1.4,109_11,R11307
3.2.1.4,109_11,R11308
3.2.1.4,1_2011,R06200
3.2.1.4,1_2011,R11307
3.2.1.4,1_2011,R11308
3.2.1.45,12_2002,R01498
3.2.1.45,109_12,R01498
3.2.1.46,10_12_2002,R03617
3.2.1.49,12_2002,R04183
3.2.1.49,12_2002,R05966
3.2.1.49,2003_298,R04183
3.2.1.49,2003_298,R05966
3.2.1.50,10,R07816
3.2.1.50,2002_2498_4266,R07816
3.2.1.50,10_2002_2498_4266,R07816
3.2.1.51,12_2002,R03162
3.2.1.51,2002,R03162
3.2.1.51,12_2002_72,R03162
3.2.1.52,2002_284,R00022
3.2.1.52,2002_284,R03492
3.2.1.52,2002_284,R04184
3.2.1.52,2002_284,R04586
3.2.1.52,2002_284,R05963
3.2.1.52,2002_284,R06001
3.2.1.52,2002_284,R06004
3.2.1.52,2002_284,R06141
3.2.1.52,2002_284,R07809
3.2.1.52,2002_284,R07810
3.2.1.52,2002_284,R09323
3.2.1.52,2002_284,R10831
3.2.1.52,2002_284,R11316
3.2.1.52,2002_284,R11317
3.2.1.52,2002_2007_213,R00022
3.2.1.52,2002_2007_213,R03492
3.2.1.52,2002_2007_213,R04184
3.2.1.52,2002_2007_213,R04586
3.2.1.52,2002_2007_213,R05963
3.2.1.52,2002_2007_213,R06001
3.2.1.52,2002_2007_213,R06004
3.2.1.52,2002_2007_213,R06141
3.2.1.52,2002_2007_213,R07809
3.2.1.52,2002_2007_213,R07810
3.2.1.52,2002_2007_213,R09323
3.2.1.52,2002_2007_213,R10831
3.2.1.52,2002_2007_213,R11316
3.2.1.52,2002_2007_213,R11317
3.2.1.52,2002_PDBChainNotFound,R00022
3.2.1.52,2002_PDBChainNotFound,R03492
3.2.1.52,2002_PDBChainNotFound,R04184
3.2.1.52,2002_PDBChainNotFound,R04586
3.2.1.52,2002_PDBChainNotFound,R05963
3.2.1.52,2002_PDBChainNotFound,R06001
3.2.1.52,2002_PDBChainNotFound,R06004
3.2.1.52,2002_PDBChainNotFound,R06141
3.2.1.52,2002_PDBChainNotFound,R07809
3.2.1.52,2002_PDBChainNotFound,R07810
3.2.1.52,2002_PDBChainNotFound,R09323
3.2.1.52,2002_PDBChainNotFound,R10831
3.2.1.52,2002_PDBChainNotFound,R11316
3.2.1.52,2002_PDBChainNotFound,R11317
3.2.1.52,2002_2007,R00022
3.2.1.52,2002_2007,R03492
3.2.1.52,2002_2007,R04184
3.2.1.52,2002_2007,R04586
3.2.1.52,2002_2007,R05963
3.2.1.52,2002_2007,R06001
3.2.1.52,2002_2007,R06004
3.2.1.52,2002_2007,R06141
3.2.1.52,2002_2007,R07809
3.2.1.52,2002_2007,R07810
3.2.1.52,2002_2007,R09323
3.2.1.52,2002_2007,R10831
3.2.1.52,2002_2007,R11316
3.2.1.52,2002_2007,R11317
3.2.1.52,2002_2498_4266,R00022
3.2.1.52,2002_2498_4266,R03492
3.2.1.52,2002_2498_4266,R04184
3.2.1.52,2002_2498_4266,R04586
3.2.1.52,2002_2498_4266,R05963
3.2.1.52,2002_2498_4266,R06001
3.2.1.52,2002_2498_4266,R06004
3.2.1.52,2002_2498_4266,R06141
3.2.1.52,2002_2498_4266,R07809
3.2.1.52,2002_2498_4266,R07810
3.2.1.52,2002_2498_4266,R09323
3.2.1.52,2002_2498_4266,R10831
3.2.1.52,2002_2498_4266,R11316
3.2.1.52,2002_2498_4266,R11317
3.2.1.52,2002_2498,R00022
3.2.1.52,2002_2498,R03492
3.2.1.52,2002_2498,R04184
3.2.1.52,2002_2498,R04586
3.2.1.52,2002_2498,R05963
3.2.1.52,2002_2498,R06001
3.2.1.52,2002_2498,R06004
3.2.1.52,2002_2498,R06141
3.2.1.52,2002_2498,R07809
3.2.1.52,2002_2498,R07810
3.2.1.52,2002_2498,R09323
3.2.1.52,2002_2498,R10831
3.2.1.52,2002_2498,R11316
3.2.1.52,2002_2498,R11317
3.2.1.52,10_11_2002_2498,R00022
3.2.1.52,10_11_2002_2498,R03492
3.2.1.52,10_11_2002_2498,R04184
3.2.1.52,10_11_2002_2498,R04586
3.2.1.52,10_11_2002_2498,R05963
3.2.1.52,10_11_2002_2498,R06001
3.2.1.52,10_11_2002_2498,R06004
3.2.1.52,10_11_2002_2498,R06141
3.2.1.52,10_11_2002_2498,R07809
3.2.1.52,10_11_2002_2498,R07810
3.2.1.52,10_11_2002_2498,R09323
3.2.1.52,10_11_2002_2498,R10831
3.2.1.52,10_11_2002_2498,R11316
3.2.1.52,10_11_2002_2498,R11317
3.2.1.52,2002,R00022
3.2.1.52,2002,R03492
3.2.1.52,2002,R04184
3.2.1.52,2002,R04586
3.2.1.52,2002,R05963
3.2.1.52,2002,R06001
3.2.1.52,2002,R06004
3.2.1.52,2002,R06141
3.2.1.52,2002,R07809
3.2.1.52,2002,R07810
3.2.1.52,2002,R09323
3.2.1.52,2002,R10831
3.2.1.52,2002,R11316
3.2.1.52,2002,R11317
3.2.1.52,706,R00022
3.2.1.52,706,R03492
3.2.1.52,706,R04184
3.2.1.52,706,R04586
3.2.1.52,706,R05963
3.2.1.52,706,R06001
3.2.1.52,706,R06004
3.2.1.52,706,R06141
3.2.1.52,706,R07809
3.2.1.52,706,R07810
3.2.1.52,706,R09323
3.2.1.52,706,R10831
3.2.1.52,706,R11316
3.2.1.52,706,R11317
3.2.1.52,11_2002_2498,R00022
3.2.1.52,11_2002_2498,R03492
3.2.1.52,11_2002_2498,R04184
3.2.1.52,11_2002_2498,R04586
3.2.1.52,11_2002_2498,R05963
3.2.1.52,11_2002_2498,R06001
3.2.1.52,11_2002_2498,R06004
3.2.1.52,11_2002_2498,R06141
3.2.1.52,11_2002_2498,R07809
3.2.1.52,11_2002_2498,R07810
3.2.1.52,11_2002_2498,R09323
3.2.1.52,11_2002_2498,R10831
3.2.1.52,11_2002_2498,R11316
3.2.1.52,11_2002_2498,R11317
3.2.1.52,2002_2498_6,R00022
3.2.1.52,2002_2498_6,R03492
3.2.1.52,2002_2498_6,R04184
3.2.1.52,2002_2498_6,R04586
3.2.1.52,2002_2498_6,R05963
3.2.1.52,2002_2498_6,R06001
3.2.1.52,2002_2498_6,R06004
3.2.1.52,2002_2498_6,R06141
3.2.1.52,2002_2498_6,R07809
3.2.1.52,2002_2498_6,R07810
3.2.1.52,2002_2498_6,R09323
3.2.1.52,2002_2498_6,R10831
3.2.1.52,2002_2498_6,R11316
3.2.1.52,2002_2498_6,R11317
3.2.1.52,2002_2498_PDBChainNotFound,R00022
3.2.1.52,2002_2498_PDBChainNotFound,R03492
3.2.1.52,2002_2498_PDBChainNotFound,R04184
3.2.1.52,2002_2498_PDBChainNotFound,R04586
3.2.1.52,2002_2498_PDBChainNotFound,R05963
3.2.1.52,2002_2498_PDBChainNotFound,R06001
3.2.1.52,2002_2498_PDBChainNotFound,R06004
3.2.1.52,2002_2498_PDBChainNotFound,R06141
3.2.1.52,2002_2498_PDBChainNotFound,R07809
3.2.1.52,2002_2498_PDBChainNotFound,R07810
3.2.1.52,2002_2498_PDBChainNotFound,R09323
3.2.1.52,2002_2498_PDBChainNotFound,R10831
3.2.1.52,2002_2498_PDBChainNotFound,R11316
3.2.1.52,2002_2498_PDBChainNotFound,R11317
3.2.1.54,12_2002,R06160
3.2.1.54,12_2002,R03122
3.2.1.54,11_12_2002,R06160
3.2.1.54,11_12_2002,R03122
3.2.1.55,12_2002,R01762
3.2.1.55,10,R01762
3.2.1.55,5,R01762
3.2.1.55,5_6,R01762
3.2.1.55,10_6,R01762
3.2.1.55,10_5,R01762
3.2.1.58,207,R00308
3.2.1.58,207,R03115
3.2.1.58,207,R06078
3.2.1.58,2002_2007,R00308
3.2.1.58,2002_2007,R03115
3.2.1.58,2002_2007,R06078
3.2.1.58,2002,R03115
3.2.1.58,2002,R06078
3.2.1.63,109_12,R06118
3.2.1.63,109_12,R04270
3.2.1.67,2003_279,R01982
3.2.1.67,2003_279,R06201
3.2.1.67,2003_279,R07413
3.2.1.67,2003_279,R04320
3.2.1.68,11_12_2002,R11261
3.2.1.74,2002_2007,R00306
3.2.1.74,2002_2007,R01444
3.2.1.74,2002_2007,R02887
3.2.1.74,2002_2007,R03801
3.2.1.74,2002_2007,R03802
3.2.1.74,2002_2007,R05141
3.2.1.74,2002_2007,R05142
3.2.1.74,2002_2007,R06104
3.2.1.74,2002_2007,R06105
3.2.1.74,2002_2007,R06106
3.2.1.74,2002_2007,R06107
3.2.1.74,2002_2007,R06108
3.2.1.74,2002_2007,R06109
3.2.1.74,2002,R01444
3.2.1.74,2002,R03801
3.2.1.74,2002,R03802
3.2.1.74,2002,R05141
3.2.1.74,2002,R05142
3.2.1.74,2002,R06104
3.2.1.74,2002,R06105
3.2.1.74,2002,R06106
3.2.1.74,2002,R06107
3.2.1.74,2002,R06108
3.2.1.74,2002,R06109
3.2.1.76,11_12_2002,R07813
3.2.1.76,11_12_2002,R07822
3.2.1.78,235,R01332
3.2.1.78,235,R08612
3.2.1.78,10,R01332
3.2.1.78,10,R08612
3.2.1.78,11_2002,R01332
3.2.1.78,11_2002,R08612
3.2.1.78,10_2002,R01332
3.2.1.78,10_2002,R08612
3.2.1.78,2002,R08612
3.2.1.80,10,R00879
3.2.1.80,10,R06208
3.2.1.80,10_5,R00879
3.2.1.80,10_5,R06208
3.2.1.85,2002,R03255
3.2.1.85,2002,R03256
3.2.1.85,2002,R06110
3.2.1.86,2003_279,R05133
3.2.1.86,2003_279,R05134
3.2.1.86,2003_279,R06112
3.2.1.86,2003_279,R00839
3.2.1.86,2002,R05133
3.2.1.86,2002,R05134
3.2.1.86,2002,R06112
3.2.1.86,2002,R00839
3.2.1.91,108,R02886
3.2.1.91,109,R02886
3.2.1.91,387,R02886
3.2.1.91,11,R02886
3.2.1.91,10,R02886
3.2.1.91,2002,R02886
3.2.1.93,12_2002,R06113
3.2.1.93,12_2002,R00837
3.2.1.97,10_12_2002_6091,R04527
3.2.1.97,10_12_2002_6091,R06140
3.2.1.97,10_109_12_2002_6091,R04527
3.2.1.97,10_109_12_2002_6091,R06140
3.2.1.97,10_12_2002,R04527
3.2.1.97,10_12_2002,R06140
3.2.2.1,7517,R01273
3.2.2.1,7517,R01245
3.2.2.1,7517,R01677
3.2.2.1,7517,R01770
3.2.2.1,7517,R02143
3.2.2.1,7517,R02341
3.2.2.10,7579,R00510
3.2.2.10,7579,R02171
3.2.2.10,3623_7563,R00510
3.2.2.10,3623_7563,R02171
3.2.2.16,2011,R01401
3.2.2.19,528,R07626
3.2.2.19,528,R01886
3.2.2.24,528,R03446
3.2.2.3,7517,R10046
3.2.2.3,7517,R01080
3.2.2.30,2011,R10668
3.2.2.4,7563,R00182
3.2.2.4,3623_7563,R00182
3.2.2.4,2011,R00182
3.2.2.5,237,R00102
3.2.2.5,316,R00102
3.2.2.5,11_5089,R00102
3.2.2.6,102,R00102
3.2.2.6,102,R10629
3.2.2.6,102,R10630
3.2.2.6,11,R00102
3.2.2.6,11,R10629
3.2.2.6,11,R10630
3.2.2.6,207,R00102
3.2.2.6,207,R10629
3.2.2.6,207,R10630
3.2.2.6,2007,R00102
3.2.2.6,2007,R10629
3.2.2.6,2007,R10630
3.2.2.8,7517,R02137
3.2.2.8,7517,R02172
3.2.2.9,2011,R00194
3.2.2.9,2011,R12621
3.3.1.1,2003_244,R04936
3.3.1.1,2003_244,R00192
3.3.1.1,2003,R04936
3.3.1.1,2003,R00192
3.3.2.1,7561,R03037
3.3.2.1,132_7561,R03037
3.3.2.1,132_327_4011_7584,R03037
3.3.2.10,243,R02822
3.3.2.10,243,R05842
3.3.2.10,243,R07108
3.3.2.10,243,R07109
3.3.2.10,243,R07110
3.3.2.10,243,R07111
3.3.2.10,109_2498_4081,R02822
3.3.2.10,109_2498_4081,R05842
3.3.2.10,109_2498_4081,R07108
3.3.2.10,109_2498_4081,R07109
3.3.2.10,109_2498_4081,R07110
3.3.2.10,109_2498_4081,R07111
3.3.2.10,7579,R02822
3.3.2.10,7579,R05842
3.3.2.10,7579,R07108
3.3.2.10,7579,R07109
3.3.2.10,7579,R07110
3.3.2.10,7579,R07111
3.3.2.10,2006,R02822
3.3.2.10,2006,R05842
3.3.2.10,2006,R07108
3.3.2.10,2006,R07109
3.3.2.10,2006,R07110
3.3.2.10,2006,R07111
3.3.2.10,2006_7579,R02822
3.3.2.10,2006_7579,R05842
3.3.2.10,2006_7579,R07108
3.3.2.10,2006_7579,R07109
3.3.2.10,2006_7579,R07110
3.3.2.10,2006_7579,R07111
3.3.2.11,243,R07597
3.3.2.11,243,R04792
3.3.2.12,222_7524,R09836
3.3.2.13,301,R10583
3.3.2.15,7561,R11463
3.3.2.6,109_2498_4081,R03057
3.3.2.8,243,R05784
3.3.2.8,243,R09387
3.3.2.9,7579,R07013
3.3.2.9,7579,R07014
3.3.2.9,7579,R07027
3.3.2.9,7579,R07071
3.3.2.9,7579,R07072
3.3.2.9,7579,R07082
3.3.2.9,7579,R09410
3.3.2.9,7579,R09417
3.3.2.9,7579,R09443
3.3.2.9,7579,R07627
3.3.2.9,7579,R11930
3.4.11.1,2011_7529,R00899
3.4.11.1,2011_7529,R04951
3.4.11.1,1_2011,R00899
3.4.11.1,1_2011,R04951
3.4.11.2,109_11_2498_4081,R00899
3.4.11.2,109_11_2498_4081,R04951
3.4.11.2,2498_4081_7,R00899
3.4.11.2,2498_4081_7,R04951
3.4.11.2,109_2498_4081,R00899
3.4.11.2,109_2498_4081,R04951
3.4.11.2,2498_4081,R00899
3.4.11.2,2498_4081,R04951
3.4.11.23,2011,R00899
3.4.11.23,2011,R04951
3.4.11.5,2011_7529,R00135
3.4.11.5,7579,R00135
3.4.13.18,2011_304,R01166
3.4.13.18,2011_304,R01992
3.4.13.20,2011_304,R03288
3.4.13.22,307,R07651
3.4.14.13,219_4,R11190
3.4.15.6,2007,R09722
3.4.17.21,2011_2487_611,R10688
3.4.17.21,2011_2487_611,R10687
3.4.17.23,2498,R09535
3.4.19.12,4315_632,R02418
3.4.19.12,109,R02418
3.4.19.12,103,R02418
3.4.19.12,11_219,R02418
3.4.19.12,7529,R02418
3.4.19.12,375,R02418
3.4.19.12,377,R02418
3.4.19.12,376,R02418
3.4.19.12,3748,R02418
3.4.19.12,241,R02418
3.4.19.12,109_219,R02418
3.4.19.12,2492_3748_PDBChainNotFound,R02418
3.4.19.12,304_4315,R02418
3.4.19.12,221,R02418
3.4.19.12,220,R02418
3.4.19.12,4356,R02418
3.4.19.12,219_376,R02418
3.4.19.12,1,R02418
3.4.19.12,7071,R02418
3.4.19.12,1_1168_2004_376,R02418
3.4.19.12,11,R02418
3.4.19.12,10,R02418
3.4.19.12,2003_4136,R02418
3.4.19.12,3656,R02418
3.4.19.12,632,R02418
3.4.19.12,216_219,R02418
3.4.19.12,219,R02418
3.4.19.12,4,R02418
3.4.19.12,7523,R02418
3.4.19.12,1_2004_376,R02418
3.4.19.12,604,R02418
3.4.19.12,2003_2484_4136,R02418
3.4.19.12,221_4309,R02418
3.4.19.12,3458,R02418
3.4.19.12,304_4315_632,R02418
3.4.19.12,4136,R02418
3.4.19.12,219_PDBChainNotFound,R02418
3.4.19.12,304_4315_632_PDBChainNotFound,R02418
3.4.19.12,4309,R02418
3.4.19.12,319,R02418
3.4.19.12,1_6001,R02418
3.4.19.12,103_3656,R02418
3.4.19.12,219_221,R02418
3.4.19.12,1_1168_2004_376_4315_632_PDBChainNotFound,R02418
3.4.19.12,2007,R02418
3.4.19.12,4315_632_PDBChainNotFound,R02418
3.4.19.12,10_PDBChainNotFound,R02418
3.4.19.12,219_221_241,R02418
3.4.19.12,3084,R02418
3.4.19.12,103_219_376,R02418
3.4.19.12,219_2492_3748,R02418
3.4.19.12,6001,R02418
3.4.19.12,1_6001_PDBChainNotFound,R02418
3.4.19.12,219_614,R02418
3.4.19.12,2003_372,R02418
3.4.19.12,2492,R02418
3.4.19.12,3508,R02418
3.4.19.12,2492_3748,R02418
3.4.19.13,210,R00494
3.4.19.13,210_PDBChainNotFound,R00494
3.4.19.14,210,R09875
3.4.19.9,2007,R04242
3.4.24.84,2498,R09845
3.5.1.1,7507_7546,R06134
3.5.1.1,7507_7546,R00485
3.5.1.1,243,R06134
3.5.1.1,243,R00485
3.5.1.1,210,R06134
3.5.1.1,210,R00485
3.5.1.10,304_7571,R00944
3.5.1.103,7567,R09651
3.5.1.104,2002,R09721
3.5.1.104,2002_4321,R09721
3.5.1.107,7561,R03540
3.5.1.108,212,R04587
3.5.1.11,210,R02170
3.5.1.11,210,R04103
3.5.1.11,210_PDBChainNotFound,R02170
3.5.1.11,210_PDBChainNotFound,R04103
3.5.1.110,7561,R09947
3.5.1.110,7561,R09948
3.5.1.110,7561,R09949
3.5.1.110,7561,R09950
3.5.1.110,7561,R12625
3.5.1.110,7561,R09980
3.5.1.110,7561,R07316
3.5.1.110,7561,R12623
3.5.1.110,7561,R12624
3.5.1.114,2011_325,R10621
3.5.1.114,2011_325,R10553
3.5.1.116,2011_304,R00469
3.5.1.118,210,R11021
3.5.1.122,219,R11560
3.5.1.124,2007,R11562
3.5.1.124,2007,R11563
3.5.1.124,2007,R11564
3.5.1.126,210,R11617
3.5.1.128,246,R12024
3.5.1.13,7552,R01862
3.5.1.130,2011_304,R09779
3.5.1.131,7552,R12333
3.5.1.133,2011_304,R12478
3.5.1.135,1,R12635
3.5.1.14,2011_304,R00669
3.5.1.14,2011_304,R01263
3.5.1.14,2011_304,R10553
3.5.1.15,2011_325,R00488
3.5.1.15,2011_325,R00526
3.5.1.15,2011_325,R00546
3.5.1.16,2011_304,R09107
3.5.1.18,2011,R02734
3.5.1.18,2011_304,R02734
3.5.1.19,7561,R06134
3.5.1.19,7561,R01268
3.5.1.2,109,R01579
3.5.1.2,109,R06134
3.5.1.2,109,R00256
3.5.1.2,108_109_223_4019,R01579
3.5.1.2,108_109_223_4019,R06134
3.5.1.2,108_109_223_4019,R00256
3.5.1.2,108_223_4019,R01579
3.5.1.2,108_223_4019,R06134
3.5.1.2,108_223_4019,R00256
3.5.1.2,223_4019,R01579
3.5.1.2,223_4019,R06134
3.5.1.2,223_4019,R00256
3.5.1.2,2002_2007,R01579
3.5.1.2,2002_2007,R06134
3.5.1.2,2002_2007,R00256
3.5.1.2,2007,R01579
3.5.1.2,2007,R06134
3.5.1.2,2007,R00256
3.5.1.2,223_2496_4019,R01579
3.5.1.2,223_2496_4019,R06134
3.5.1.2,223_2496_4019,R00256
3.5.1.23,210,R06518
3.5.1.23,210,R06528
3.5.1.23,210,R01493
3.5.1.23,210,R01494
3.5.1.23,11_231,R06518
3.5.1.23,11_231,R06528
3.5.1.23,11_231,R01493
3.5.1.23,11_231,R01494
3.5.1.23,5001_601,R06518
3.5.1.23,5001_601,R06528
3.5.1.23,5001_601,R01493
3.5.1.23,5001_601,R01494
3.5.1.23,210_PDBChainNotFound,R06518
3.5.1.23,210_PDBChainNotFound,R06528
3.5.1.23,210_PDBChainNotFound,R01493
3.5.1.23,210_PDBChainNotFound,R01494
3.5.1.24,210,R02797
3.5.1.24,210,R03975
3.5.1.24,210,R03977
3.5.1.24,210,R04486
3.5.1.24,210,R04487
3.5.1.24,210,R05835
3.5.1.25,2002_65,R05168
3.5.1.25,2002_65,R02059
3.5.1.26,210,R03421
3.5.1.28,235,R04112
3.5.1.28,4,R04112
3.5.1.28,2011_4,R04112
3.5.1.28,285_702,R04112
3.5.1.28,304,R04112
3.5.1.28,2002,R04112
3.5.1.28,285_387,R04112
3.5.1.28,11_2011_7597,R04112
3.5.1.28,2011,R04112
3.5.1.28,144_285,R04112
3.5.1.28,702,R04112
3.5.1.28,285,R04112
3.5.1.28,2011_319,R04112
3.5.1.29,7579,R06134
3.5.1.29,7579,R01649
3.5.1.3,246,R06134
3.5.1.3,246,R00269
3.5.1.3,246,R00348
3.5.1.3,246,R03804
3.5.1.38,7507_7546,R01579
3.5.1.38,7507_7546,R00256
3.5.1.4,246,R00321
3.5.1.4,246,R02540
3.5.1.4,246,R03096
3.5.1.4,246,R03180
3.5.1.4,246,R03909
3.5.1.4,246,R05551
3.5.1.4,246,R05590
3.5.1.4,7552,R06134
3.5.1.4,7552,R00321
3.5.1.4,7552,R02540
3.5.1.4,7552,R03096
3.5.1.4,7552,R03180
3.5.1.4,7552,R03909
3.5.1.4,7552,R05551
3.5.1.4,7552,R05590
3.5.1.4,219,R06134
3.5.1.4,219,R00321
3.5.1.4,219,R02540
3.5.1.4,219,R03096
3.5.1.4,219,R03180
3.5.1.4,219,R03909
3.5.1.4,219,R05551
3.5.1.4,219,R05590
3.5.1.41,2002,R02333
3.5.1.41,2002,R06241
3.5.1.44,7516,R06134
3.5.1.44,7516,R02622
3.5.1.44,219_7047,R06134
3.5.1.44,219_7047,R02622
3.5.1.44,2007_7548,R06134
3.5.1.44,2007_7548,R02622
3.5.1.44,7548,R06134
3.5.1.44,7548,R02622
3.5.1.44,219,R02622
3.5.1.44,3852,R06134
3.5.1.44,3852,R02622
3.5.1.44,2007,R02622
3.5.1.44,288,R06134
3.5.1.44,288,R02622
3.5.1.46,223_4019,R10979
3.5.1.46,223_4019,R10975
3.5.1.46,223_4019,R00059
3.5.1.48,2006,R07300
3.5.1.49,246,R00524
3.5.1.49,10_3685,R00524
3.5.1.5,11_65,R06134
3.5.1.5,11_65,R00131
3.5.1.5,11_525,R06134
3.5.1.5,11_525,R00131
3.5.1.5,11,R06134
3.5.1.5,11,R00131
3.5.1.5,11_2002_525_65,R06134
3.5.1.5,11_2002_525_65,R00131
3.5.1.5,525,R06134
3.5.1.5,525,R00131
3.5.1.52,10,R08707
3.5.1.52,219,R08707
3.5.1.52,320,R08707
3.5.1.53,246,R01152
3.5.1.54,10_75,R00005
3.5.1.54,810,R00005
3.5.1.54,7552,R00005
3.5.1.54,7552_810,R00005
3.5.1.59,7561,R01563
3.5.1.6,246,R04666
3.5.1.6,246,R08228
3.5.1.6,246,R00905
3.5.1.6,2011_304,R04666
3.5.1.6,2011_304,R06134
3.5.1.6,2011_304,R08228
3.5.1.6,2011_304,R00905
3.5.1.60,210,R02041
3.5.1.60,210_PDBChainNotFound,R02041
3.5.1.62,2006,R01156
3.5.1.77,246,R02190
3.5.1.78,2003_206_219,R01918
3.5.1.78,219,R01918
3.5.1.81,2002_65,R02192
3.5.1.82,2002_65,R01581
3.5.1.87,2011_304,R00254
3.5.1.87,2011_304,R05782
3.5.1.88,289,R04268
3.5.1.88,289,R05635
3.5.1.9,7579,R00988
3.5.1.9,7579,R04911
3.5.1.9,7579,R01959
3.5.1.9,2487,R00988
3.5.1.9,2487,R04911
3.5.1.9,2487,R01959
3.5.1.92,231,R02973
3.5.1.92,12_246,R02973
3.5.1.93,210,R07402
3.5.1.94,2007,R07419
3.5.1.96,2011_325,R00411
3.5.1.97,210,R09646
3.5.1.99,7552,R09536
3.5.1.99,7552,R09537
3.5.2.1,223_4019,R03870
3.5.2.1,223_4019,R10777
3.5.2.1,223_4019,R02139
3.5.2.1,301,R03870
3.5.2.1,301,R10777
3.5.2.1,301,R02139
3.5.2.10,7539,R01884
3.5.2.12,7552,R03448
3.5.2.15,301,R12332
3.5.2.17,11,R06601
3.5.2.17,4110,R06601
3.5.2.17,11_4110,R06601
3.5.2.18,2002_65,R07984
3.5.2.2,2002_65,R03055
3.5.2.2,2002_65,R08227
3.5.2.2,2002_65,R02269
3.5.2.20,2487,R11181
3.5.2.3,2002_65,R01993
3.5.2.3,2002,R01993
3.5.2.3,2003,R01993
3.5.2.5,2002_65,R02425
3.5.2.5,2002,R02425
3.5.2.6,109,R03743
3.5.2.6,109,R04318
3.5.2.6,109,R06363
3.5.2.6,247,R03743
3.5.2.6,247,R04318
3.5.2.6,247,R06363
3.5.2.6,223_4019,R03743
3.5.2.6,223_4019,R04318
3.5.2.6,223_4019,R06363
3.5.2.6,223_4019_9,R03743
3.5.2.6,223_4019_9,R04318
3.5.2.6,223_4019_9,R06363
3.5.2.6,2002,R03743
3.5.2.6,2002,R04318
3.5.2.6,2002,R06363
3.5.2.6,223_4019_51,R03743
3.5.2.6,223_4019_51,R04318
3.5.2.6,223_4019_51,R06363
3.5.2.6,223_4019_7523,R03743
3.5.2.6,223_4019_7523,R04318
3.5.2.6,223_4019_7523,R06363
3.5.2.7,2002_65,R02288
3.5.2.9,75,R00251
3.5.2.9,10_306_75,R00251
3.5.2.9,306,R00251
3.5.2.9,2002,R00251
3.5.3.1,2006,R00551
3.5.3.11,2006,R01157
3.5.3.12,232,R06138
3.5.3.12,232,R01416
3.5.3.15,11_232_3156,R02621
3.5.3.15,11_233,R02621
3.5.3.17,2006,R00913
3.5.3.18,232,R02513
3.5.3.22,2006,R05357
3.5.3.23,232,R04189
3.5.3.25,2006,R10466
3.5.3.26,10,R05554
3.5.3.3,2484_283,R01566
3.5.3.4,10,R02422
3.5.3.6,232,R00552
3.5.3.7,2006,R01990
3.5.3.8,2006,R02285
3.5.3.9,2011_304,R06138
3.5.3.9,2011_304,R02423
3.5.4.1,2002_65,R01411
3.5.4.1,2002_65,R00974
3.5.4.1,2492,R01411
3.5.4.1,2492,R00974
3.5.4.10,210,R01127
3.5.4.10,2492_7543,R01127
3.5.4.12,2492,R01663
3.5.4.13,70,R00568
3.5.4.13,70,R02325
3.5.4.16,230,R00428
3.5.4.16,230,R04639
3.5.4.16,230,R05046
3.5.4.16,230,R05048
3.5.4.16,230,R00424
3.5.4.19,159_239,R04037
3.5.4.19,239,R04037
3.5.4.2,2002_3292_65,R01244
3.5.4.2,2002,R01244
3.5.4.22,2002,R02280
3.5.4.23,2492,R03800
3.5.4.25,297_7580,R00425
3.5.4.25,7580,R00425
